keyword,phoneme,hypothesis_1,hypothesis_2,hypothesis_3,score_1,score_2,score_3
hi_galaxy,HHAYGAELAHKIYS,AYNG GEHL IH SIYN,HHAY GEH AHV SIYN,HHAYN GEHNLAH SIHN,0.5434274673461914,0.5477609634399414,0.46767672896385193
hey_snapdragon,HHEYNSTAARPAAND,HHEYZ NIHT TREYGAHN,HHEYZ WEHP TREYNGDHAHN,HHEYS WAHT DRAENGIHNG,0.5704872608184814,0.5124699473381042,0.4799525737762451
hi_lumina,HHIHLUWMIHNAH,HHAY AHN MIHN,HHAW AH MEHN AH,HHAW AHLAHNAH,0.5059818625450134,0.5227969884872437,0.5345783829689026
hey_android,HHEYNDROYD,HHOWN AORDERIY,HHEYL AAN YEREYN,HHOWL AENDAOIH,0.5219746828079224,0.4448321759700775,0.5301310420036316
hi_galaxy,HHAYGAELAHKIYS,HHAY WAWLSIY,HHAW BAWSIY,HHAY WAOLSIY,0.7041158080101013,0.6127752661705017,0.7563492655754089
hey_snapdragon,HHEYNSTAARPAAND,HHOWL SLAEKJHAEBAHN,HHEYS NAARPKAWDHAHN,HHOWS LAEBJHAOVIHN,0.5337401628494263,0.46374693512916565,0.4368321895599365
hi_lumina,HHIHLUWMIHNAH,HHAYD AHM MIYN NAH,AYD AHN MIH NAH,HHAY DHEHM MIHN AH,0.48513415455818176,0.5521504282951355,0.5211887955665588
hey_android,HHEYNDROYD,HHEY HHAEMD RAORIY,EY HHAW RERAHV,HHAEN HHAEN OYD,0.5663447976112366,0.5090733766555786,0.5274941921234131
hey_snapdragon,HHEYNSTAARPAAND,HHEYS DHAEP FRAHGAHNG,HHEYZ MAETRAYR AHM,AYZ BAET PRAYAHM,0.5039402842521667,0.5155256390571594,0.5901796221733093
hi_lumina,HHIHLUWMIHNAH,HHEY DHAH MIYN AHN,HHEYD AHN MIHNG AH,HHAYAH DHAH MIY EHN,0.5018123984336853,0.4336019456386566,0.4261728525161743
hey_android,HHEYNDROYD,HHEY AENTUW AH,HHEY AANDIHNG,HHEYNG AHNDUWIHNGT,0.7744326591491699,0.6738445162773132,0.6226643323898315
hey_snapdragon,HHEYNSTAARPAAND,HHEY IHZ MEHNT TEYNG DHAHNG,HHEYAHZ DHEHNT TEY AAN,HHEYAHZ NIHN TEYKAHM,0.4308902323246002,0.5333218574523926,0.46797701716423035
hi_lumina,HHIHLUWMIHNAH,HHAYDWAHMIY AHN,HHAYVLAO IHN AH,HHAYD AHL MUW NAH,0.4486910104751587,0.45977360010147095,0.48654115200042725
hey_android,HHEYNDROYD,HHEY AEN DHEHR IH DHIH,HHEY IHNDDER IY DUW,HHIY IHNG DHER ERR DHAHN,0.4960829019546509,0.5255861878395081,0.47379031777381897
hi_galaxy,HHAYGAELAHKIYS,AY GEHTAHKSIY,AY HHEH AHL SIHT,HHEY HHEHT AH SIHN,0.48311343789100647,0.4941212832927704,0.4866797626018524
hey_snapdragon,HHEYNSTAARPAAND,EYZAHN AED DERRAH WERN,HHEYZ NEHT DHEHR WAHN,HHEYZAHN AE DHEHR AH OWL,0.43325522541999817,0.5878884792327881,0.4127790927886963
hi_lumina,HHIHLUWMIHNAH,AY LIYMAHN AH,NAYLIY MEHN AH,NAYN LIYMAHN AH,0.5627228021621704,0.5893052220344543,0.5378604531288147
hey_android,HHEYNDROYD,HHEY AHNDJHRAY,HHEY AHNDJHRAY,HHEY EHNDRERN,0.7026855945587158,0.6447595357894897,0.5830767750740051
hi_galaxy,HHAYGAELAHKIYS,AY GAE AHTSIY,HHAY GAEAHGSIY,HHAY GAE AHGSIY,0.54604572057724,0.5186874270439148,0.5545254349708557
hey_snapdragon,HHEYNSTAARPAAND,HHEYZ NAATTDRAARGERN,DHEYZ NAATRAADGAHN,HHEYZ NAE DRAYD AHN,0.4624743163585663,0.4947092831134796,0.6224318742752075
hi_lumina,HHIHLUWMIHNAH,HHAY NUW UW NAHM,HHAYD DHAH MIY LAE,HHAY YUW MIYN NAH,0.4418151378631592,0.6462411284446716,0.5549828410148621
hey_android,HHEYNDROYD,HHEYL NAHM DHOWIY DHAH,HHOWIY YEHN DH OWIY,HHUWIY NAHN DHAHT OWIY,0.554850161075592,0.5318073630332947,0.48933345079421997
hey_snapdragon,HHEYNSTAARPAAND,HHEYNZ NAATH DHAHTEY KOWM,HHUWLZ LAHT DHAHTEY GOWM,OWZ DHAE DHEY GOWN,0.4303058981895447,0.42899081110954285,0.4148063361644745
hi_lumina,HHIHLUWMIHNAH,HHAYDAH NIHN AH,AYDAH NIHN ,AY VUWIHN ,0.5365002155303955,0.6633949279785156,0.6000851392745972
hey_android,HHEYNDROYD,HHEY AHNDER,HHEHAHNZ AOR,AEIY AHNDJHR,0.8851912021636963,0.5022248029708862,0.5207483768463135
hey_snapdragon,HHEYNSTAARPAAND,HHEY STAHTRAHVAHN,HHEHIYIHZEHNTERN,HHEY SERTAHT,0.4606662094593048,0.42270800471305847,0.5063225626945496
hi_lumina,HHIHLUWMIHNAH,AY  LUW MIHN ,HHAYLAH MAHN AH,AYLAH MAHN AH,0.48132190108299255,0.49839475750923157,0.6411670446395874
hey_android,HHEYNDROYD,EY AENDERD,HHEY EHNDDERD,EY AHNDERRD,0.6125850677490234,0.5651914477348328,0.5447185039520264
hi_galaxy,HHAYGAELAHKIYS,AY DAETSIY,AY EHGS,AY DHAWKSIH,0.8148935437202454,0.6470837593078613,0.6935843825340271
hey_snapdragon,HHEYNSTAARPAAND,HHEYS NEHPTRAYD IHN,DHIHS NEHT AED IHN,HHEYS NAEPT TRAYIHN,0.44700488448143005,0.4604514241218567,0.46258506178855896
hi_lumina,HHIHLUWMIHNAH,HHAY LAHN MIY NAW,HHAY LIHN IHN NAY,FAY AHN UW NAE,0.4705401360988617,0.5074614882469177,0.458096981048584
hey_android,HHEYNDROYD,HHEY AEN DAHT,HHEYAEJHOWD,HHEHR DOWT,0.5519254207611084,0.49468889832496643,0.6156834959983826
hi_galaxy,HHAYGAELAHKIYS,SAE AHN AHV SIY,HHAY DAW AH SIY,SAYD OW AHSIY,0.5094596147537231,0.5937326550483704,0.5262964963912964
hey_snapdragon,HHEYNSTAARPAAND,HHEYS NAET DOWDHAH,HHEYZ NAE GOWGAH,HHEYSNAE JHAHGOWM,0.453016072511673,0.48822659254074097,0.4786517322063446
hi_lumina,HHIHLUWMIHNAH,EY LAHNM NAE,HHAY LUWMIY NAE,HHOWL WOWLIY NAE,0.4413602650165558,0.575851321220398,0.48783978819847107
hey_android,HHEYNDROYD,HHAENJHER,HHEY AHNJHOWIH,HHEYAENJHOY,0.6289092302322388,0.8040111660957336,0.6322711706161499
hi_galaxy,HHAYGAELAHKIYS,HHAWDAE IHV SIY,AEGEHAH SIYN,HHAE HHEHLIH SIY,0.5069369077682495,0.47438693046569824,0.558282196521759
hey_snapdragon,HHEYNSTAARPAAND,HHEYZ DHAH GERDHAHN,HHIHZ NEHNJHRAHN AHN,HHEHZ DHAHZEHR DHAHN,0.5132926106452942,0.47372379899024963,0.4808899760246277
