audio,text
8580-287363-0019.flac,AND TOM COULD NOT HELP WISHING THAT THE SCIENTIST WOULD KEEP HIS GLOOMY FOREBODINGS TO HIMSELF HOWEVER THE STORM HAD NOT DEVELOPED UP TO NOON WHEN TOM WITH MISTER DAMON'S HELP SERVED A FINE MEAL IN THE DINING ROOM IN THE AFTERNOON THE SPEED OF THE SHIP WAS INCREASED
8580-287363-0020.flac,AND BY NIGHT THEY HAD COVERED SEVERAL HUNDRED MILES THROUGH THE DARKNESS THE RED CLOUD KEPT ON MAKING GOOD TIME TOM GOT UP OCCASIONALLY TO LOOK TO THE MACHINERY
8580-287363-0021.flac,AND AN ALARM BELL WOULD SOUND IN HIS STATEROOM WHEN ANYTHING WENT WRONG BLESS MY NAPKIN EXCLAIMED MISTER DAMON THE NEXT MORNING AS THEY SAT DOWN TO A BREAKFAST OF FRUIT HAM AND EGGS AND FRAGRANT COFFEE
8580-287363-0022.flac,AND YET WE ARE HOW FAR ARE WE ABOVE THE EARTH TOM HE ASKED TURNING TO THE YOUNG INVENTOR ABOUT TWO MILES NOW I JUST SENT HER UP AS I THOUGHT I DETECTED THAT STORM MISTER PARKER SPOKE OF I TOLD YOU IT WOULD COME DECLARED THE SCIENTIST
8580-287363-0023.flac,THAT MORNING BUT ONLY THE LOWER EDGE OF IT CAUGHT THE RED CLOUD AND WHEN TOM SENT HER UP STILL HIGHER SHE FOUND A COMPARATIVELY QUIET ZONE WHERE SHE SLID ALONG AT GOOD SPEED
8580-287363-0024.flac,THAT AFTERNOON TOM BUSIED HIMSELF ABOUT SOME WIRES AND A NUMBER OF COMPLICATED PIECES OF APPARATUS WHICH WERE IN ONE CORNER OF THE MAIN CABIN WHAT ARE YOU DOING NOW ASKED MISTER JENKS WHO HAD BEEN TALKING WITH MISTER PARKER
8580-287363-0025.flac,AND SHOWING THAT SCIENTIST SOME OF THE MANUFACTURED DIAMONDS GETTING OUR WIRELESS APPARATUS IN SHAPE ANSWERED THE LAD I SHOULD HAVE DONE IT BEFORE BUT I HAD SO MUCH TO DO THAT I COULDN'T GET AT IT
8580-287363-0026.flac,DAD WILL WANT TO KNOW HOW WE ARE DOING AS HE WORKED AWAY HE ALSO MADE UP HIS MIND TO SEND ANOTHER MESSAGE IN CARE OF HIS FATHER FOR THERE WAS A RECEIVING STATION IN THE SWIFT HOME AND TO WHOM THIS MESSAGE WAS ADDRESSED TOM DID NOT SAY
8580-287363-0027.flac,BUT WE FANCY SOME OF OUR READERS CAN GUESS FINALLY AFTER SEVERAL HOURS OF WORK THE WIRELESS WAS IN SHAPE TO SEND AND RECEIVE MESSAGES TOM PULLED OVER THE LEVER AND A CRACKLING SOUND WAS HEARD
8580-287363-0028.flac,AS THE ELECTRICITY LEAPED FROM THE TRANSMITTERS INTO SPACE THEN HE CLAMPED THE RECEIVER ON HIS EAR ALL READY HE ANNOUNCED HAS ANYBODY ANY MESSAGES THEY WISH SENT FOR WITH THE COURTESY OF A TRUE HOST
8580-287363-0029.flac,HE WAS READY TO SERVE HIS GUESTS BEFORE HE FORWARDED HIS OWN WIRELESS NOTES JUST TELL MY WIFE THAT I'M ENJOYING MYSELF REQUESTED MISTER DAMON BLESS MY FOOTSTOOL BUT THIS IS GREAT WE'RE OFF THE EARTH YET
8580-287363-0030.flac,CONNECTED WITH IT MISTER JENKS HAD NO ONE TO WHOM HE WANTED TO SEND ANY WORD BUT MISTER PARKER WISH TO WIRE TO A FELLOW SCIENTIST THE RESULT OF SOME OBSERVATIONS MADE IN THE UPPER AIR TOM NOTED ALL THE MESSAGES DOWN
8580-287363-0031.flac,AND THEN WHEN ALL WAS IN READINESS HE BEGAN TO CALL HIS HOME STATION HE KNEW THAT EITHER HIS FATHER OR MISTER JACKSON THE ENGINEER COULD RECEIVE THE WIRELESS
8580-287363-0032.flac,BUT NO SOONER HAD THE YOUNG INVENTOR SENT OFF THE FIRST FEW DOTS AND DASHES REPRESENTING S I HIS HOME STATION CALL THAN HE STARTED AND A LOOK OF SURPRISE CAME OVER HIS FACE THEY'RE CALLING US HE EXCLAIMED WHO IS
8580-287363-0033.flac,ASKED MISTER JENKS MY HOUSE MY FATHER HE HE'S BEEN TRYING TO GET US EVER SINCE WE STARTED BUT I DIDN'T HAVE THE WIRELESS IN SHAPE TO RECEIVE MESSAGES OH I HOPE IT'S NOT TOO LATE TOO LATE BLESS MY SOUL TOO LATE FOR WHAT
8580-287363-0034.flac,GASPED MISTER DAMON SOMEWHAT ALARMED BY TOM'S MANNER THE LAD DID NOT ANSWER AT ONCE HE WAS INTENTLY LISTENING TO A SERIES OF DOTS AND DASHES THAT CLICKED IN THE TELEPHONE RECEIVER CLAMPED TO HIS LEFT EAR ON HIS FACE
8580-287363-0035.flac,THERE WAS A LOOK OF WORRIMENT FATHER HAS JUST SENT ME A MESSAGE HE SAID IT'S A WARNING FLASHED THROUGH SPACE HE'S BEEN TRYING TO GET IT TO ME SINCE YESTERDAY
8580-287363-0036.flac,ASKED MISTER JENKS RISING FROM HIS SEAT THE MYSTERIOUS MAN IS ABOARD THE AIRSHIP HIDDEN AWAY CRIED TOM THAT'S WHAT ERADICATE WAS TRYING TO CALL TO OUR ATTENTION AS WE STARTED OFF
8580-287364-0000.flac,CHAPTER TEN DROPPING THE STOWAWAY TOM'S EXCITED ANNOUNCEMENT STARTLED MISTER DAMON AND THE OTHERS AS MUCH AS IF THE YOUNG INVENTOR HAD INFORMED THEM THAT THE AIRSHIP HAD EXPLODED
8580-287364-0001.flac,AND WAS ABOUT TO DASH WITH THEM TO THE EARTH THE MEN LEAPED TO THEIR FEET AND STARED AT THE LAD A STOWAWAY ON BOARD CRIED MISTER DAMON BLESS MY SOUL HOW DID HE ARE YOU SURE THAT MESSAGE IS STRAIGHT ASKED MISTER JENKS
8580-287364-0002.flac,DID ERADICATE SEE THE MAN HE SAYS HE DID ANSWERED TOM THE MAN IS HIDDEN AWAY ON BOARD NOW PROBABLY AMONG THE STORES AND SUPPLIES BLESS MY TOMATO SAUCE EXPLODED MISTER DAMON
8580-287364-0003.flac,WE MUST GET HIM OUT AT ONCE DECLARED MISTER JENKS I KNEW SOMETHING WOULD HAPPEN ON THIS VOYAGE CAME FROM MISTER PARKER I PREDICTED IT FROM THE FIRST TOM THOUGHT CONSIDERABLE
8580-287364-0004.flac,BUT HE DID NOT ANSWER THE SCIENTIST JUST THEN ANOTHER COMMUNICATION WAS COMING TO HIM BY WIRELESS HE LISTENED INTENTLY FATHER SAYS THE LAD TOLD HIS COMPANIONS THAT ERADICATE ONLY HAD A GLIMPSE OF THE MAN AT THE LAST MOMENT
8580-287364-0005.flac,HE WAS LOOKING FROM THE REAR STOREROOM WINDOW HE'S THE SAME MAN WHO CALLED ON ME THAT TIME RAD REMEMBERS HIM VERY WELL BLESS MY SHOES WHAT'S TO BE DONE INQUIRED MISTER DAMON LOOKING AROUND HELPLESSLY
8580-287364-0006.flac,DECIDED MISTER JENKS WITH VIGOR GET HIM OUT AND DROP HIM OVERBOARD DROP HIM OVERBOARD CRIED MISTER PARKER IN HORROR NOT EXACTLY BUT GET RID OF HIM
8580-287364-0007.flac,THAT MAN IS ONE OF MY ENEMIES HE HAS BEEN SENT BY THE BAND OF DIAMOND MAKERS HIDDEN AMONG THE MOUNTAINS TO SPY ON ME AND IF POSSIBLE PREVENT ME FROM SEEKING TO DISCOVER THEIR SECRET
8580-287364-0008.flac,HE TRIED TO WORK ON TOM'S SWIFT'S FEARS AND FRIGHTEN HIM FROM USING HIS AIRSHIP ON THIS QUEST THEN WHEN HE FAILED THE MAN MUST HAVE SNEAKED INTO THE SHED AND HIDDEN HIMSELF IN THE SHIP WE MUST GET RID OF HIM OR HE MAY WRECK THE RED CLOUD
8580-287364-0009.flac,THAT'S SO CRIED TOM WE MUST TRY TO CAPTURE HIM I THINK WE HAD BETTER THE LAD PAUSED AND AGAIN LISTENED TO THE WIRELESS MESSAGE FATHER SAYS ERADICATE SAW THE MAN HAVE A GUN SO WE MUST BE CAREFUL
8580-287364-0010.flac,THE YOUNG INVENTOR TRANSLATED THE DOTS AND DASHES BLESS MY POWDER HORN EXPLODED MISTER DAMON WE SHALL HAVE TO PROCEED CAUTIOUSLY THEN SPOKE MISTER JENKS
8580-287364-0011.flac,IF HE IS LIKE ANY OTHERS IN THE GANG HE IS A DESPERATE MAN BETTER SNEAK UP ON HIM THEN IF WE CAN PROPOSED MISTER PARKER THERE ARE ENOUGH OF US TO COPE WITH ONE MAN EVEN IF HE IS ARMED
8580-287364-0012.flac,HE INQUIRED OF TOM YES WAS THE HESITATING ANSWER BUT I DON'T WANT TO USE THEM IF I CAN HELP IT NOT ONLY BECAUSE OF THE DANGER AND A DISLIKE OF SHEDDING BLOOD BUT
8580-287364-0013.flac,BECAUSE A STRAY BULLET MIGHT PIERCE THE GAS BAG AND DAMAGE THE SHIP THAT'S SO AGREED MISTER JENKS WELL I GUESS IF WE GO AT IT THE RIGHT WAY WE CAN CAPTURE HIM WITHOUT ANY SHOOTING BUT WE MUST TALK MORE QUIETLY
8580-287364-0014.flac,HE MAY HAVE HEARD US I DON'T THINK SO REPLIED TOM THE STOREROOM IS FAR ENOUGH OFF SO THAT HE COULDN'T HEAR US BESIDES THE MOTOR MAKES SUCH A RACKET THAT HE COULDN'T DISTINGUISH WHAT WE WERE TALKING ABOUT EVEN IF HE HEARD OUR VOICES
8580-287364-0015.flac,SO UNLESS HE HEARD THE WIRELESS WORKING AND SUSPECTS SOMETHING FROM THAT HE PROBABLY DOESN'T KNOW THAT WE ARE AWARE OF HIS PRESENCE ABOARD BUT WHY DO YOU THINK HE HAS REMAINED QUIET ALL THIS WHILE TOM ASKED MISTER DAMON
8580-287364-0016.flac,PROBABLY HE WANTS TO WAIT UNTIL THE SHIP IS FARTHER OUT WEST SUGGESTED MISTER JENKS THEN HE WILL BE NEARER HIS FRIENDS AND CAN GET HELP IF HE NEEDS IT AND DO YOU REALLY BELIEVE HE WOULD DESTROY THE RED CLOUD ASKED MISTER PARKER
8580-287364-0017.flac,I THINK THAT ALL HE IS WAITING FOR IS A FAVORABLE CHANCE DECLARED THE DIAMOND SEEKER HE WOULD DESTROY THE CRAFT AND US TOO IF HE COULD PREVENT US FROM DISCOVERING THE SECRET OF PHANTOM MOUNTAIN I BELIEVE
8580-287364-0018.flac,THEN WE MUST GET AHEAD OF HIM DECIDED TOM QUIETLY I HAVE JUST FLASHED TO DAD A MESSAGE TELLING HIM THAT WE WILL HEED HIS WARNING NOW TO CAPTURE THE STOWAWAY
8580-287364-0019.flac,AND WHILE WE'RE ABOUT IT GIVE HIM A GOOD SCARE WHEN WE DO GET HIM SUGGESTED MISTER JENKS HOW ASKED TOM THREATEN TO DROP HIM OVERBOARD PERHAPS THAT WILL MAKE HIM TELL HOW HE HAPPENED TO GET IN OUR SHIP
8580-287364-0020.flac,AND WHAT ARE THE PLANS OF THE GANG OF DIAMOND MAKERS WE MAY GET VALUABLE INFORMATION THAT WAY I DON'T BELIEVE YOU CAN SCARE SUCH FELLOWS MUCH WAS TOM'S OPINION
8580-287364-0021.flac,HOW ARE YOU GOING TO CAPTURE HIM ASKED MISTER PARKER IF HE HAS A GUN IT WON'T BE ANY TOO EASY TO GO IN THE STOREROOM AND DRAG HIM OUT WE'LL HAVE TO USE A LITTLE STRATEGY DECIDED TOM AND THEN THEY DISCUSSED SEVERAL PLANS
8580-287364-0022.flac,THE ONE FINALLY ADOPTED WAS THAT TOM AND MISTER DAMON SHOULD ENTER THE STOREROOM CASUALLY AS IF IN SEARCH OF FOOD TO COOK FOR SUPPER THEY WOULD DISCUSS VARIOUS DISHES AND MISTER DAMON WAS TO EXPRESS A PREFERENCE FOR SOMETHING IN THE FOOD LINE
8580-287364-0023.flac,THE BOX CONTAINING WHICH WAS WELL BACK IN THE ROOM THIS WOULD GIVE THE TWO A CHANCE TO PENETRATE TO THE FAR END OF THE APARTMENT WITHOUT AROUSING THE SUSPICIONS OF THE HIDDEN MAN WHO DOUBTLESS WOULD BE LISTENING TO THE CONVERSATION AND AS SOON AS WE GET SIGHT OF HIM
8580-287364-0024.flac,SAID TOM JUMP BEFORE HE HAS A CHANCE TO USE HIS GUN MISTER JENKS AND MISTER PARKER WILL BE WAITING OUTSIDE THE ROOM TO CATCH HIM IF HE GETS AWAY FROM US I'LL HAVE SOME ROPES READY AND WE'LL TIE HIM UP AND WELL WE'LL DECIDE LATER WHAT TO DO WITH HIM ALL RIGHT
8580-287364-0025.flac,I'M READY AS SOON AS YOU ARE TOM SAID THE ECCENTRIC MAN COME AHEAD THEY WENT SOFTLY TO THE STOREROOM AND LISTENED AT THE DOOR THERE WAS NO SOUND HEARD SAVE THAT MADE BY THE MACHINERY I WONDER IF HE'S REALLY HERE
8580-287364-0026.flac,WHISPERED MISTER DAMON WE'LL SOON FIND OUT ANSWERED TOM LET'S GO IN THEY ENTERED AND IN PURSUANCE OF THEIR PLAN TOM AND HIS FRIEND TALKED OF VARIOUS FOODS
8580-287364-0027.flac,I THINK I'D LIKE SOME OF THAT CANNED LOBSTER WITH FRENCH DRESSING ON SPOKE THE ECCENTRIC MAN THAT'S AWAY IN THE BACK END OF THE ROOM SAID TOM IN A LOUD VOICE IT'S UNDER A LOT OF BOXES
8580-287364-0028.flac,THEN I'LL HELP YOU GET IT OUT BLESS MY FRYING PAN BUT I AM VERY FOND OF LOBSTER EXCLAIMED MISTER DAMON IN AS NATURAL TONES AS WAS POSSIBLE UNDER THE CIRCUMSTANCES
8580-287364-0029.flac,HE AND TOM MOVED CAUTIOUSLY BACK AMONG THE BOXES AND BARRELS THEY WERE GLANCING ABOUT WITH EAGER EYES TOM SWITCHED ON AN ELECTRIC LIGHT AND THE INSTANT HE DID SO
8580-287364-0030.flac,HE WAS AWARE OF A MOVEMENT IN A LITTLE SPACE FORMED BY ONE BOX WHICH WAS PLACED ON TOP OF TWO OTHERS THE LAD SAW A DARK FIGURE MOVING AS IF TO GET FARTHER OUT OF SIGHT I'VE GOT HIM CRIED TOM MAKING A DIVE FOR THE SHADOW
8580-287364-0031.flac,A MOMENT LATER THE YOUNG INVENTOR WAS BOWLED OVER AS A DARK FIGURE LEAPED OVER HIS HEAD CATCH HIM MISTER DAMON HE CRIED BLESS MY HATBAND I I MISTER DAMON'S VOICE ENDED IN A GRUNT HE TOO HAD BEEN KNOCKED DOWN BY THE FLEEING MAN
8580-287364-0032.flac,LOOK OUT MISTER JENKS CRIED TOM TO WARN THOSE ON GUARD AT THE DOOR OF THE STOREROOM THERE WAS THE REPORT OF A GUN SOME EXCITED SHOUTS AND WHEN TOM COULD SCRAMBLE TO HIS FEET AND RUSH OUT HE BEHELD MISTER PARKER CALMLY SITTING ON A STRUGGLING MAN
8580-287364-0033.flac,WHILE MISTER JENKS HELD A GUN THAT WAS STILL SMOKING WE CAUGHT HIM CRIED THE SCIENTIST ANYBODY HURT ASKED TOM ANXIOUSLY NO I KNOCKED UP HIS GUN AS HE FIRED EXPLAINED MISTER JENKS WHERE ARE THE ROPES TOM
8580-287364-0034.flac,THE CORDS WERE PRODUCED AND THE MAN WHO HAD NOW CEASED TO STRUGGLE WAS TIGHTLY BOUND HE UTTERED NOT A WORD BUT HE SMILED GRIMLY WHEN MISTER DAMON REMARKED I GUESS I'LL GO BACK IN THE STOREROOM TOM AND SEE HOW MUCH FOOD HE ATE
8580-287364-0035.flac,HE WASN'T THERE LONG ENOUGH WELL FARLEY MUNSON SO IT'S YOU IS IT ASKED MISTER JENKS AS HE SURVEYED THE PRISONER DO YOU KNOW HIM ASKED TOM IN SOME SURPRISE
8580-287364-0036.flac,HE WAS IN WITH THE DIAMOND MAKERS SAID MISTER JENKS HE WAS ONE OF THOSE WHO TOOK ME TO THE SECRET CAVE BUT IT WILL BE THE LAST TIME HE EVER GOES THERE HOW HIGH UP ARE WE TOM ABOUT TWO MILES WHY
8580-287364-0037.flac,I GUESS THAT WILL BE FAR ENOUGH TO LET HIM FALL WENT ON THE DIAMOND SEEKER COME ON MISTER DAMON HELP ME THROW HIM OVERBOARD YOU
8580-287364-0038.flac,THROW ME OVER WITH THE AIRSHIP TWO MILES HIGH ARE YOU GASPED THE MAN WILL YOU TELL US WHAT WE WANT TO KNOW IF WE DON'T ASKED MISTER JENKS
8580-287364-0039.flac,HOW YOU GOT ABOARD AND WHAT YOUR OBJECT WAS IN COMING THAT'S EASY ENOUGH I HAD BEEN HANGING AROUND THE SHED FOR SEVERAL DAYS WATCHING A CHANCE TO GET IN FINALLY I SAW IT WHEN THAT COLORED MAN WENT TO FEED HIS MULE AND I SLIPPED IN AND
8580-287364-0040.flac,HID IN THE AIRSHIP THE STORES WERE ALL IN THEN AND I STOWED MYSELF AWAY AMONG THE BOXES I HAD FOOD AND WATER SO I DIDN'T TOUCH ANY OF YOURS AND HE LOOKED AT MISTER DAMON WHO SEEMED MUCH RELIEVED AND WHAT WAS YOUR OBJECT
8580-287364-0041.flac,DEMANDED MISTER JENKS I WANTED TO PREVENT YOU FROM GOING TO PHANTOM MOUNTAIN HOW BY DESTROYING THE AIRSHIP IF NEED BE BUT I HOPED TO ACCOMPLISH IT BY OTHER MEANS
8580-287364-0042.flac,YOU MUST KEEP AWAY FROM THERE AND IF WE REFUSE ASKED TOM THEN YOU'LL HAVE TO TAKE WHAT COMES BUT NOT FROM YOU EXCLAIMED MISTER JENKS WE'RE GOING TO GET RID OF YOU
8580-287364-0043.flac,THE MAN'S FACE SHOWED THE ALARM HE FELT OH DON'T WORRY SAID MISTER JENKS QUICKLY WE'RE NOT GOING TO TOSS YOU OVERBOARD
8580-287364-0044.flac,AND THEN GO ON BEFORE YOU CAN SEND ANY WORD TO YOUR CONFEDERATES WE'LL PUT YOU OFF IN THE MOST LONESOME SPOT WE CAN FIND AND I GUESS YOU'LL BE SOME TIME GETTING BACK TO CIVILIZATION BY THAT TIME WE'LL HAVE THE SECRET OF THE DIAMONDS YOU NEVER WILL
8580-287364-0045.flac,DECLARED THE MAN FIRMLY AND HE WOULD SAY NOTHING MORE THOUGH BY THREATS AND PROMISES MISTER JENKS TRIED TO GET FROM HIM SOMETHING ABOUT THE MEN IN WITH HIM AND WHERE THE CAVE OF THE DIAMONDS WAS LOCATED
8580-287364-0046.flac,HEAVILY BOUND WITH ROPES THE MAN WAS LOCKED IN A SMALL CLOSET TO BE KEPT THERE UNTIL A FAVORABLE SPOT WAS REACHED FOR LETTING HIM GO MISTER JENKS PLAN
8580-287364-0047.flac,WAS CONSIDERED A GOOD ONE THREE DAYS LATER IN CROSSING OVER A LONELY REGION NEAR THE NEBRASKA NATIONAL FOREST FARLEY MUNSON WHICH WAS ONE OF THE NAMES THE SPY WENT BY
8580-287364-0048.flac,WAS DROPPED OFF THE AIRSHIP WHEN IT WAS SENT DOWN TO WITHIN A FEW FEET OF THE EARTH IT WILL TAKE YOU SOME TIME TO GET TO A TELEGRAPH OFFICE SAID MISTER JENKS AS A PACKAGE OF FOOD AND A FLASK OF WATER WAS TOSSED DOWN TO THE STOWAWAY
8580-287364-0049.flac,HE SHOOK HIS FIST AT THOSE IN THE AIRSHIP AND SHOUTED AFTER THEM YOU'LL NEVER DISCOVER THE SECRET OF PHANTOM MOUNTAIN
8095-274346-0000.flac,CHARLES GAVE THEM A GRACIOUS AND A COMPLIANT ANSWER TO ALL THEIR REMONSTRANCES HE WAS HOWEVER IN HIS HEART EXTREMELY AVERSE TO THESE FURIOUS MEASURES
8095-274346-0001.flac,THOUGH A DETERMINED PROTESTANT BY PRINCIPLE AS WELL AS INCLINATION HE HAD ENTERTAINED NO VIOLENT HORROR AGAINST POPERY AND A LITTLE HUMANITY HE THOUGHT WAS DUE BY THE NATION TO THE RELIGION OF THEIR ANCESTORS
8095-274346-0002.flac,AN ABATEMENT OF THE MORE RIGOROUS LAWS WAS ALL HE INTENDED AND HIS ENGAGEMENTS WITH FRANCE NOTWITHSTANDING THAT THEIR REGULAR EXECUTION HAD NEVER BEEN PROMISED OR EXPECTED REQUIRED OF HIM SOME INDULGENCE
8095-274346-0003.flac,BUT SO UNFORTUNATE WAS THIS PRINCE THAT NO MEASURE EMBRACED DURING HIS WHOLE REIGN WAS EVER ATTENDED WITH MORE UNHAPPY AND MORE FATAL CONSEQUENCES
8095-274346-0004.flac,THE EXTREME RAGE AGAINST POPERY WAS A SURE CHARACTERISTIC OF PURITANISM THE HOUSE OF COMMONS DISCOVERED OTHER INFALLIBLE SYMPTOMS OF THE PREVALENCE OF THAT PARTY
8095-274346-0005.flac,THEY PETITIONED THE KING FOR REPLACING SUCH ABLE CLERGY AS HAD BEEN SILENCED FOR WANT OF CONFORMITY TO THE CEREMONIES THEY ALSO ENACTED LAWS FOR THE STRICT OBSERVANCE OF SUNDAY WHICH THE PURITANS AFFECTED TO CALL THE SABBATH
8095-274346-0006.flac,AND WHICH THEY SANCTIFIED BY THE MOST MELANCHOLY INDOLENCE IT IS TO BE REMARKED THAT THE DIFFERENT APPELLATIONS OF THIS FESTIVAL WERE AT THAT TIME KNOWN SYMBOLS OF THE DIFFERENT PARTIES
8095-274346-0007.flac,THE KING FINDING THAT THE PARLIAMENT WAS RESOLVED TO GRANT HIM NO SUPPLY AND WOULD FURNISH HIM WITH NOTHING BUT EMPTY PROTESTATIONS OF DUTY
8095-274346-0008.flac,WAS INTRUSTED WITH THE COMMAND HE SAILED IMMEDIATELY FOR CADIZ AND FOUND THE BAY FULL OF SPANISH SHIPS OF GREAT VALUE HE EITHER NEGLECTED TO ATTACK THESE SHIPS OR ATTEMPTED IT PREPOSTEROUSLY
8095-274346-0009.flac,THE ARMY WAS LANDED AND A FORT TAKEN BUT THE UNDISCIPLINED SOLDIERS FINDING STORE OF WINE COULD NOT BE RESTRAINED FROM THE UTMOST EXCESSES FURTHER STAY APPEARING FRUITLESS THEY WERE REEMBARKED AND THE FLEET PUT TO SEA
8095-274346-0010.flac,WITH AN INTENTION OF INTERCEPTING THE SPANISH GALLEONS BUT THE PLAGUE HAVING SEIZED THE SEAMEN AND SOLDIERS THEY WERE OBLIGED TO ABANDON ALL HOPES OF THIS PRIZE AND RETURN TO ENGLAND LOUD COMPLAINTS WERE MADE AGAINST THE COURT FOR INTRUSTING SO IMPORTANT A COMMAND
8095-274346-0011.flac,WAS OBLIGED AGAIN TO HAVE RECOURSE TO A PARLIAMENT THOUGH THE ILL SUCCESS OF HIS ENTERPRISES DIMINISHED HIS AUTHORITY AND SHOWED EVERY DAY MORE PLAINLY THE IMPRUDENCE OF THE SPANISH WAR THOUGH THE INCREASE OF HIS NECESSITIES
8095-274346-0012.flac,RENDERED HIM MORE DEPENDENT AND MORE EXPOSED TO THE ENCROACHMENTS OF THE COMMONS HE WAS RESOLVED TO TRY ONCE MORE THAT REGULAR AND CONSTITUTIONAL EXPEDIENT FOR SUPPLY PERHAPS TOO A LITTLE POLITICAL ART WHICH AT THAT TIME HE PRACTISED
8095-274346-0013.flac,WAS MUCH TRUSTED TO HE HAD NAMED FOUR POPULAR LEADERS SHERIFFS OF COUNTIES SIR EDWARD COKE SIR ROBERT PHILIPS SIR THOMAS WENTWORTH AND SIR FRANCIS SEYMOUR AND THOUGH THE QUESTION HAD BEEN FORMERLY MUCH CONTESTED
8095-274346-0014.flac,HE THOUGHT THAT HE HAD BY THAT MEANS INCAPACITATED THEM FROM BEING ELECTED MEMBERS BUT HIS INTENTION BEING SO EVIDENT RATHER PUT THE COMMONS MORE UPON THEIR GUARD
8095-274346-0015.flac,ENOW OF PATRIOTS STILL REMAINED TO KEEP UP THE ILL HUMOR OF THE HOUSE AND MEN NEEDED BUT LITTLE INSTRUCTION OR RHETORIC TO RECOMMEND TO THEM PRACTICES
8095-274346-0016.flac,THE SUM WAS LITTLE PROPORTIONED TO THE GREATNESS OF THE OCCASION AND ILL FITTED TO PROMOTE THOSE VIEWS OF SUCCESS AND GLORY FOR WHICH THE YOUNG PRINCE IN HIS FIRST ENTERPRISE SO ARDENTLY LONGED BUT THIS CIRCUMSTANCE WAS NOT THE MOST DISAGREEABLE ONE
8095-274346-0017.flac,THE SUPPLY WAS ONLY VOTED BY THE COMMONS THE PASSING OF THAT VOTE INTO A LAW WAS RESERVED TILL THE END OF THE SESSION A CONDITION WAS THEREBY MADE IN A VERY UNDISGUISED MANNER WITH THEIR SOVEREIGN
8095-274346-0018.flac,UNDER COLOR OF REDRESSING GRIEVANCES WHICH DURING THIS SHORT REIGN COULD NOT BE VERY NUMEROUS THEY WERE TO PROCEED IN REGULATING AND CONTROLLING EVERY PART OF GOVERNMENT WHICH DISPLEASED THEM
8095-274346-0019.flac,AND IF THE KING EITHER CUT THEM SHORT IN THIS UNDERTAKING OR REFUSED COMPLIANCE WITH THEIR DEMANDS HE MUST NOT EXPECT ANY SUPPLY FROM THE COMMONS GREAT DISSATISFACTION WAS EXPRESSED BY CHARLES AT A TREATMENT WHICH HE DEEMED SO HARSH AND UNDUTIFUL
8095-274346-0020.flac,BUT HIS URGENT NECESSITIES OBLIGED HIM TO SUBMIT
8095-274346-0021.flac,HAD EXPRESSED ALL DUTY AND OBEDIENCE IN EXPECTATION THAT AN OPPORTUNITY WOULD OFFER OF REINSTATING HIMSELF IN HIS FORMER CREDIT AND AUTHORITY EVEN AFTER CHARLES'S ACCESSION HE DESPAIRED NOT
8095-274346-0022.flac,HE SUBMITTED TO THE KING'S COMMANDS OF REMAINING AT HIS COUNTRY SEAT AND OF ABSENTING HIMSELF FROM PARLIAMENT MANY TRIALS HE MADE TO REGAIN THE GOOD OPINION OF HIS MASTER
8095-274346-0023.flac,BUT FINDING THEM ALL FRUITLESS AND OBSERVING CHARLES TO BE ENTIRELY GOVERNED BY BUCKINGHAM HIS IMPLACABLE ENEMY HE RESOLVED NO LONGER TO KEEP ANY MEASURES WITH THE COURT A NEW SPIRIT HE SAW AND A NEW POWER ARISING IN THE NATION
8095-274346-0024.flac,AND TO THESE HE WAS DETERMINED FOR THE FUTURE TO TRUST FOR HIS SECURITY AND PROTECTION WHEN THE PARLIAMENT WAS SUMMONED CHARLES BY A STRETCH OF PREROGATIVE HAD GIVEN ORDERS THAT NO WRIT AS IS CUSTOMARY SHOULD BE SENT TO BRISTOL
8095-274346-0025.flac,THAT NOBLEMAN APPLIED TO THE HOUSE OF LORDS BY PETITION AND CRAVED THEIR GOOD OFFICES WITH THE KING FOR OBTAINING WHAT WAS HIS DUE AS A PEER OF THE REALM HIS WRIT WAS SENT HIM BUT ACCOMPANIED WITH A LETTER FROM THE LORD KEEPER COVENTRY
8095-274346-0026.flac,COMMANDING HIM IN THE KING'S NAME TO ABSENT HIMSELF FROM PARLIAMENT THIS LETTER BRISTOL CONVEYED TO THE LORDS AND ASKED ADVICE HOW TO PROCEED IN SO DELICATE A SITUATION
8095-274346-0027.flac,THE KING'S PROHIBITION WAS WITHDRAWN AND BRISTOL TOOK HIS SEAT PROVOKED AT THESE REPEATED INSTANCES OF VIGOR WHICH THE COURT DENOMINATED CONTUMACY CHARLES ORDERED HIS ATTORNEY GENERAL TO ENTER AN ACCUSATION OF HIGH TREASON AGAINST HIM
8095-274346-0028.flac,BY WAY OF RECRIMINATION BRISTOL ACCUSED BUCKINGHAM OF HIGH TREASON BOTH THE EARL'S DEFENCE OF HIMSELF AND ACCUSATION OF THE DUKE REMAIN AND TOGETHER WITH SOME ORIGINAL LETTERS STILL EXTANT
8095-274346-0029.flac,OF DELIVERING SHIPS TO THE FRENCH KING IN ORDER TO SERVE AGAINST THE HUGONOTS OF BEING EMPLOYED IN THE SALE OF HONORS AND OFFICES OF ACCEPTING EXTENSIVE GRANTS FROM THE CROWN OF PROCURING MANY TITLES OF HONOR FOR HIS KINDRED
